name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_t_solvent,polymer,delta_d_polymer,delta_p_polymer,delta_h_polymer,R0,delta_t_polymer,Ra,RED,compatible
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,10.883014288330232,1.343582010904967,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,13.340914511381895,1.466034561690318,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,16.98081564589876,1.3391810446292396,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,9.464671151181111,3.1548903837270372,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.372299611087989,0.7745702157923958,1
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,9.375499986667377,1.8750999973334754,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,8.134303903838365,0.9469503962559215,1
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.547985589675404,2.0682324685638047,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.018869108707586,1.7684057075897228,0
Acetaldehyde,14.7,12.5,7.9,56.6,20.850659461993043,ABS,16.3,2.7,7.1,7.8,17.983047572644633,10.340212763768454,1.3256683030472378,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,23.93094231324792,2.9544373226232,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,25.4458248048673,2.7962444840513516,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,24.38265982209488,1.9229226989033816,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,18.93700081850344,6.312333606167813,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,19.31553778697347,1.5963254369399562,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,20.10397970552099,4.020795941104199,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,17.199037763782016,2.0022162705217714,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,19.331063085097,3.790404526489608,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.835962149314264,2.320776892022405,0
Acetamide,17.3,18.7,22.4,60.8,33.92255886574596,ABS,16.3,2.7,7.1,7.8,17.983047572644633,22.22813532440362,2.849760939026105,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,8.164557550780078,1.0079700679975405,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,10.781465577554846,1.184776437093939,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,14.587189585386215,1.1504092732954427,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,7.005711955254795,2.335237318418265,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,7.463243262818119,0.6167969638692661,1
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.732013071882733,1.3464026143765466,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,6.301817198237348,0.7336224910637192,1
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.423775875461075,1.6517207598943286,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,8.51821577561874,1.6702383873762237,0
Acetone,15.5,10.4,7.0,74.0,19.93514484522247,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.865112840894275,1.0083478001146506,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,15.176626766182265,1.8736576254546007,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,18.209063677191093,2.0009960084825376,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,18.6596918516893,1.4715845308903233,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,13.11525828948862,4.371752763162873,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.4484448603608,0.8635078396992397,1
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,12.978828914813539,2.5957657829627077,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.127235555668685,1.178956409274585,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,15.651517498313062,3.0689249996692283,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,12.535150577476122,2.45787266225022,0
Acetonitrile,15.3,18.0,6.1,52.6,24.398770460824455,ABS,16.3,2.7,7.1,7.8,17.983047572644633,15.462535367784936,1.9823763292031968,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.583312236253114,0.8127545970682858,1
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.296987405076617,0.9117568577007272,1
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.044803089439226,1.1864986663595605,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.829348431585546,2.276449477195182,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.392550239418474,0.7762438214395434,1
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.560487786742688,1.3120975573485376,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,8.006553565673562,0.9320784127675857,1
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.187083319303208,1.213153592020237,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,8.720091742636654,1.7098219103209127,0
Acrolein,15.0,7.2,7.8,66.7,18.376071397336265,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.244044240850759,0.6723133642116357,1
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,19.555306185278717,2.414235331515891,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,20.949701668520248,2.302165018518709,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,23.994126364591814,1.8922812590372093,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,16.346559270990333,5.448853090330111,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,17.348486965727012,1.4337592533658687,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,17.115197924651646,3.4230395849303292,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,15.176656417010964,1.766781887894175,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,15.70636813525011,3.0796800265196294,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.990495483208026,1.9589206829819659,0
Ammonia,13.7,15.7,17.8,20.8,27.404744114842597,ABS,16.3,2.7,7.1,7.8,17.983047572644633,17.621861422676098,2.259213002907192,0
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,8.09011742807235,0.9987799293916482,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.075791976461334,0.9973397776331137,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.271039837892214,0.6522902080356636,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.330165161069342,1.1100550536897806,0
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,7.746612162745725,0.640215881218655,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.517742799230606,0.9035485598461213,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,6.2388220041927775,0.7262889411167378,1
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,5.107837115648851,1.001536689342912,0
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.579577824654881,1.4861917303244865,0
Aniline,19.4,5.1,10.2,91.5,22.503555274667157,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.3355299740373185,0.9404525607740152,1
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,10.620734437881403,1.3112017824544941,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,11.851582172857768,1.3023716673470076,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.706689657594946,1.2386979225232608,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,7.368853370776214,2.4562844569254048,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.285912696499034,0.8500754294627301,1
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,8.191458966508957,1.6382917933017915,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.855373956725422,0.9144789239494089,1
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.354525946126902,1.2459854796327259,0
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,3.563705936241089,0.6987658698511939,1
Azidoethane Azido-ethane,15.9,8.9,12.9,79.0,22.325545905979542,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.527602242131138,1.0932823387347612,0
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.576473218982953,0.8119102739485127,1
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.28062497895481,1.0198488987862429,0
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,6.074545250469377,0.47906508284458815,1
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.453983207834109,1.151327735944703,0
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,3.556683848755747,0.293940813946756,1
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,2.906888370749725,0.581377674149945,1
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,4.114474450036115,0.47898422002748714,1
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.193289937503737,1.606527438726223,0
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,10.404326023342406,2.04006392614557,0
Benzaldehyde,19.4,7.4,5.3,101.5,21.429185705481203,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.985612061701968,1.023796418166919,0
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.225648759800052,0.8920554024444509,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.888756943465154,0.9767864773038631,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,9.907476974487505,0.7813467645494878,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,1.8681541692269408,0.6227180564089803,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,6.428841264178175,0.531309195386626,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.2388269481403307,0.6477653896280662,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,4.372973816523489,0.5090772778257845,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.318564576337836,0.8467773679093797,1
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,5.831809324729332,1.143492024456732,0
Benzoic acid,18.2,6.9,9.8,113.1,21.791970998512273,ABS,16.3,2.7,7.1,7.8,17.983047572644633,6.274551776820395,0.8044297149769738,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.842088667591412,0.7212455145174583,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.336487562247378,1.0259876442030085,0
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.335380979915548,0.8150931372173146,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.643580423808985,1.881193474602995,0
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,4.290687590584992,0.3546022802136357,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.495553358597805,0.8991106717195609,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.117118329685177,0.5957064411740602,1
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,9.23525852372309,1.8108350046515864,0
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.328283188550682,2.221231997755036,0
Benzonitrile,17.4,9.0,3.3,102.6,19.865799757371963,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.679192665899195,0.9845118802434866,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.449161026585477,0.9196495094549972,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,10.371595827065379,1.1397358051720197,0
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,11.750578709153011,0.9267017909426665,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,4.691481642295958,1.5638272140986527,0
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,4.622769732530491,0.38204708533309845,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.5044422518220815,0.9008884503644163,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,3.3515518793538024,0.39016901971522727,1
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.741446893184761,1.5179307633695611,0
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.751773990513397,1.5199556844143916,0
Borine Carbonyl,17.0,10.2,6.9,41.8,20.99166501257106,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.632168761236873,0.9784831745175478,1
Butane,14.1,0.0,0.0,101.4,14.1,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.685050422736339,0.9487716571279431,1
Butane,14.1,0.0,0.0,101.4,14.1,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.2138755187485755,0.7927335734888544,1
Butane,14.1,0.0,0.0,101.4,14.1,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,17.866227917498424,1.4090085108437242,0
Butane,14.1,0.0,0.0,101.4,14.1,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,13.472935834479431,4.490978611493143,0
Butane,14.1,0.0,0.0,101.4,14.1,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,15.646724896923319,1.2931177600763073,0
Butane,14.1,0.0,0.0,101.4,14.1,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,12.319090875547595,2.4638181751095187,0
Butane,14.1,0.0,0.0,101.4,14.1,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,15.796103950025145,1.838894522703742,0
Butane,14.1,0.0,0.0,101.4,14.1,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,12.552290627610564,2.461233456394228,0
Butane,14.1,0.0,0.0,101.4,14.1,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,18.78190618654028,3.6827267032431923,0
Butane,14.1,0.0,0.0,101.4,14.1,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.778382538941898,1.1254336588387048,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.673982017179866,0.9474051873061563,1
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.584853327520579,0.8335003656616021,1
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,16.13288876797953,1.2723098397460197,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,7.874642849044009,2.6248809496813363,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,12.12641744292188,1.00218325974561,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,8.052949770115294,1.6105899540230588,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.330290412181064,1.2025949257486688,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.257933771208753,0.8348889747468144,1
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,8.572630868059115,1.6809080133449246,0
Butyric acid,14.9,4.1,10.6,110.0,18.7397972240897,ABS,16.3,2.7,7.1,7.8,17.983047572644633,4.695742752749559,0.6020183016345588,1
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.895568377260753,0.9747615280568832,1
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,11.357816691600547,1.2481117243517086,0
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,11.651356144243469,0.9188766675270874,1
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,8.966604708583956,2.988868236194652,0
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,6.307138812488592,0.5212511415279828,1
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,7.730459236035074,1.5460918472070149,0
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.990800961105212,0.9302445822008396,1
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,12.50119994240553,2.4512156749814764,0
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,14.602739469017449,2.863282248826951,0
Chlorine,17.3,10.0,0.0,46.0,19.982242116439288,ABS,16.3,2.7,7.1,7.8,17.983047572644633,10.377861051295685,1.3304950065763699,0
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,9.247702417357514,1.1416916564638906,0
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.650906693155829,1.060539197050091,0
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,12.151382637379175,0.9583109335472536,1
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.186520991955976,1.728840330651992,0
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.965942002640794,0.8236315704661814,1
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.445153217728809,1.2890306435457617,0
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.750283865769047,0.90224492034564,1
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,3.48998567332303,0.6843109163378491,1
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,5.140038910358561,1.0078507667369727,0
