name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_t_solvent,polymer,delta_d_polymer,delta_p_polymer,delta_h_polymer,R0,delta_t_polymer,Ra,RED,compatible
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.994163828258283,0.6586993217866245,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,11.618524002643369,0.9162873819119376,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.4999999999999996,1.1666666666666665,0
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.22253002426869,0.6795479358899743,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.6069377593742877,0.7213875518748576,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,6.6994701283011935,0.7799150323982763,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,2.507987240796891,0.4917622040778218,1
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.810889834071404,1.5315470262885107,0
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,ABS,16.3,2.7,7.1,7.8,17.983047572644633,2.920616373302045,0.3744379965771853,1
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,4.754997371187494,0.5870367124922833,1
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.024937810560448,0.5521909681934558,1
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.207632951909382,1.1993401381632005,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,10.526632889960586,3.5088776299868623,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,12.78475654832739,1.056591450274991,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,9.353608929178085,1.870721785835617,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,12.876835791451255,1.4990495682713918,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.024470060806207,1.9655823648639623,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,16.124825580452026,3.1617305059709855,0
Propylene Propene,15.1,1.6,1.5,68.8,15.258440287263964,ABS,16.3,2.7,7.1,7.8,17.983047572644633,6.191122676865643,0.7937336765212363,1
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,17.324260445975753,2.1387975859229327,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,19.921094347449888,2.189131246972515,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,14.414856919165032,1.1368183690193243,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,11.970380110923797,3.9901267036412658,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.521029356114807,0.7868619302574221,1
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,12.767536959022282,2.553507391804456,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,8.638570483592755,1.0056543054240692,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,15.432757368662282,3.0260308566004475,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.875727821279806,1.9364172198587857,0
Pyridazine,20.2,17.4,11.7,72.6,29.11511634872854,ABS,16.3,2.7,7.1,7.8,17.983047572644633,17.26528308484978,2.2134978313909976,0
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.150524456289904,0.8827807970728277,1
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,10.04838295448576,1.1042179070863474,0
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,7.409190239155696,0.5843209967788404,1
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.2695565448543644,1.0898521816181215,0
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,2.2561028345356955,0.18645477971369384,1
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,2.9681644159311666,0.5936328831862333,1
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,2.463513750722734,0.2867885623658596,1
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.200609733428363,1.6079626928290909,0
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.323625904121208,1.8281619419845507,0
Pyridine,19.0,8.8,5.9,80.9,21.754309917807092,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.234682750416072,1.0557285577456503,0
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.688049042882388,0.8256850670225171,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.167878707749136,1.007459198653751,0
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,6.8138168452050465,0.5373672590855715,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,2.2113344387495992,0.7371114795831998,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,3.853569773599539,0.3184768407933503,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,2.238302928559939,0.44766058571198786,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,3.4124624540059028,0.3972598898726313,1
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.111258679024409,1.3943644468675311,0
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.00721932674008,1.766121436615702,0
Pyrrole 1H-Pyrrole,19.2,7.4,6.7,69.2,21.640009242142202,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.475961476626265,0.95845659956747,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.44127316607517,0.7952189093919964,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.518802732778825,0.9361321684372336,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,5.155977113991102,0.4066228007879418,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.7589892258425035,1.2529964086141678,0
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,5.514526271584895,0.4557459728582558,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.4190641994557542,0.6838128398911508,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.732791641076798,0.6673797021044002,1
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.759510293826538,1.5214726066326545,0
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,10.949429208867466,2.1469469036995035,0
Quinoline,19.8,5.6,5.7,118.0,21.35158073773462,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.705193054038296,0.9878452633382431,1
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,4.104875150354763,0.5067747099203411,1
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,4.267317658670374,0.46893600644729383,1
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.761968956804171,0.6910070155208338,1
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.835934464285041,2.278644821428347,0
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.000499987500625,0.826487602272779,1
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.004165220911231,1.2008330441822461,0
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.112610938822872,1.1772538927616847,0
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.632168761236875,1.4965036786738972,0
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,13.908630414242808,2.7271824341652566,0
Benzene,18.6,1.0,4.1,115.6,19.07275543805876,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.748912940721925,0.737040120605375,1
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,18.35701500789276,2.266298149122563,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,21.110187114282052,2.3198007817892368,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.00753477423924,1.1835595247822743,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,13.203029955279206,4.401009985093069,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.136074190730847,0.8376920818785825,1
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,13.876599006961326,2.775319801392265,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,9.655097099459955,1.1239926774691449,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,16.91744661584602,3.317146395263926,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.570652531296583,2.2687553982934476,0
Thiazole,20.5,18.8,10.8,70.9,29.838398080325963,ABS,16.3,2.7,7.1,7.8,17.983047572644633,18.532673849177836,2.3759838268176714,0
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.522680508593631,0.6818124084683495,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.803447251418759,0.6377414561998637,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.316856377261788,0.6559034997840527,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,4.322036556994861,1.4406788523316203,0
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.92748564826626,0.7378087312616743,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.404543109109048,0.8809086218218096,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,8.14179955538086,0.9478229982981211,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.824935232725925,0.9460657319070441,1
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,10.488088481701515,2.0564879375885328,0
Thiophene,18.9,2.4,7.8,79.0,20.58664615715731,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.255473337388361,0.6737786329985078,1
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,22.16957374421078,2.7369844128655285,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,24.683800355698875,2.712505533593283,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,19.632781259923416,1.5483265977857583,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,16.866831356244717,5.622277118748239,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,14.62771342349856,1.2089019358263273,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,17.728226081590904,3.5456452163181806,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,13.621119630926087,1.585694951213747,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,19.711164349170243,3.8649341861118125,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,12.988071450373221,2.546680676543769,0
Thiourea,20.0,21.7,14.8,72.8,33.014087901985114,ABS,16.3,2.7,7.1,7.8,17.983047572644633,21.79564176618803,2.7943130469471833,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,40.353066797952295,4.981860098512629,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,40.462946012370374,4.446477583776964,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,41.62854909794479,3.283008603938864,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,36.03456673806416,12.011522246021386,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,38.23205461389696,3.159673935032807,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,37.360540681312415,7.472108136262483,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,35.77447274244584,4.164665045686361,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,34.24397757270612,6.7145054064129654,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,28.63861030147936,5.615413784603796,0
Water,15.5,16.0,42.3,18.0,47.807321614999516,ABS,16.3,2.7,7.1,7.8,17.983047572644633,37.662846413939555,4.828570053069174,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,3.087069808086629,0.381119729393411,1
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,3.34215499341368,0.3672697794960088,1
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.21195867598376,0.8053595170334196,1
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,7.537240874484508,2.512413624828169,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.42928568982555,0.8619244371756652,1
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.48459713474939,1.296919426949878,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.62548351840988,1.236959664541313,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.035546029984522,1.575597260781279,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,14.502758358326185,2.843678109475723,0
Xylene,17.8,1.0,3.1,121.2,18.095579570712843,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.281098370604357,0.6770638936672253,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.5524830353996855,0.9324053130123069,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.944847912361455,1.0928404299298302,0
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,5.701236707943287,0.4496243460523097,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,3.3015148038438396,1.1005049346146132,0
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,3.9344631145812,0.32516224087447937,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.3852621759621537,0.6770524351924307,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,3.939911166511245,0.458662533936117,1
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.061017305526644,1.5805916285346362,0
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.692264957170746,1.900444109249166,0
Indole 1H-Indole,19.8,7.5,6.5,110.1,22.148137619222073,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.508818954473059,1.0908742249324435,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,28.25685757475519,3.488500935154962,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,29.548096385384962,3.2470435588335125,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,25.762959845483593,2.031779167624889,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,22.582515360340174,7.527505120113392,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,22.96715045450784,1.8981116078105655,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,23.926763257908494,4.785352651581698,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,21.075457290412466,2.453487461049181,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,23.336023654427503,4.575690912632844,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,16.35389861776084,3.2066467877962435,0
Urea (Ro = 19.4) Urea,20.9,18.7,26.4,45.8,38.51571108002551,ABS,16.3,2.7,7.1,7.8,17.983047572644633,26.704494003818905,3.42365307741268,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.407807737440319,0.7910873749926319,1
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.048404074682435,0.7745498983167511,1
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,7.380928125920211,0.5820921234952848,1
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,8.609297300012354,2.8697657666707848,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.44317959244214,0.8630726935902596,1
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,7.701947805587882,1.5403895611175764,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,11.202004284948297,1.3040750040684863,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.434557968596465,2.0459917585483267,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,16.04244370412438,3.1455771968871336,0
Biphenyl,19.7,1.0,2.0,155.1,19.826497421380306,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.668333173107731,1.1113247657830425,0
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,2.5416530054277673,0.31378432165774905,1
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,1.574801574802359,0.17305511811014934,1
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,11.237352891139446,0.8862265687018491,1
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.791170738539857,2.2637235795132855,0
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.60471593207475,0.8764228043036985,1
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.976621118993574,1.1953242237987147,0
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.257918892251,1.1941698361176951,0
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.105735008989499,1.1972029429391176,0
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,13.029197979921864,2.554744701945464,0
